0,I like too many songs to have a favorite
0,</3 ? haha jk! <33
0,Really?!?! Thanks?! haha
0,;(
0,*RAWR*?
0,Sure! Like tell me wht u wnna know?! Like wht do you use?!
0,EMMA hahahahah :D I MISSSSSeddd YUHHHHh 222222 <33333
0,Night 4shuree!!
0,alreadi answrd
0,Yes veryy trustin person!!! May i help yuh:!
0,Ahaha!!! Yess of course aint dat rite @TruAce ?!?! Haha He so awesome tho! BCK OFF lol jk
0,Listener definitely chuz i get cut off alot so i just listen or ignore pplz!
0,Hahaha Yup! Bhut not lookin 4 a man rite atm chuz dey 2much drama!
0,:)
0,Hahahahhaahhaha:D ikrr im a slow american wht more can i say lmfaoo!! hahaha <333 Aww! hahaha
0,lmaoo!!!!
1,Hahah(: Thanks!
0,Hahaha... I dont sing!! LOL! so srry! Im horrible. btw I dedicate &quot;SMILE&quot; 2 yuh! Its playing!!
0,Dogs! Im allergic 2 cats=
0,Chocolate! Bahah!
0,Ahhh!!;) wow 5yrs! man  its a gorgeous language! I love it!! this is my first year learnin it! haha NEWBIE!
0,Well sortaa! I just got 2 wtch thee Charice part! Shes awesome <3 hbu?!
0,Yes of course i do... Its called Eternity with God in heaven!<3
0,Yes  bhut I think luck is blessing from God actually! in my opinioN!
0,If God created them then hellz yes!
0,Hahaha Bitch i bring it lmao! Kinda i think lmao! I hve some black in me so yes haha
0,Nope ;/ Bhut Not Having a BF doesnt mean The WORLD ends;] I guess im waiting 4 the 1  ya kno? Hbu mamas?!
0,I have 2 actually! Justin Bieber (ofcourse) &amp;&amp; Scipio Mondai!
0,Actually i do!!! Just my whole experience with this fake a$$ friend!!</3
0,Yuppers! Nose and Cartilage piercings(;
0,Hahaha. Strange!:S
0,yes i love ATL!! great place 2 live  wish i lived there! ;D
0,Omg NO WAY!!! 10 is actually small!!! Don't change thee way you look 4 ANYONE!!! bhut yourslf. Kay?!
0,Fuck yes i think i am! haha
0,Awww man you just reminded me! I wtch it sometimes bhut i love Big Mike! Pplz are really wrong bout letting Katie go!! Argh . .
0,Hell yes! Lots of them and thats including yuh!<3
0,:D thank you gurl/boy ? I really appreciate it!<33
0,ATM Rue 21;D Or Forever21 <3
1,UM excuse yuh? HE IS NOT!! Ur a fuckin idiot! Kay? good
0,Meowl?;D If thts a word haha<3
0,Idk hoe get cha own cup of blackberry with a hint of lemon ice tea. Dayumm! hahah JK Brooke?
0,Off courrseeee dudee hahahahaha!!!! Awhhh lol! i think i love it 2 chuz im in it lol!!!! jk! i love yuh!!
0,lmfao! haha! Nahh its my badd;)
0,Pfftt!! nahhh i hve never been outta this country!! Argh! hve yuh?! haha
0,Lmao!! kk lemme get my ass off this toliet seat then ill check!! Mwahah!! jk
0,OMG!!!!! tell me!!!! ughh grrr rawrr bianca? LMAO! idkk TELL ME!
0,Mary?! lol hahahaha
0,Mwahaha!!! Sweet thang! i love it!!
1,&amp; its also funny how u stalked my whole twitter! Nice goin! BITCH!
0,Uhhhhh!!!! OMG! Taquisha? LOL!
1,Hahaha.. Yup!(: Its my job
0,Nope:[ I wish  bhut hey i might someday rite haha..Hbu?!
0,Haha nahh ive just fractured some thumbs bhut itz all good lol
0,Hahah OHKAY?!
0,Yup yup!!:P
0,haha!! it is haha lol!! man i hvnt even gotten 2 dat part yet! FML hah
